Category,Text,Date,Name on file,CompanyA,CompanyB
2,"Use, Disclosure and Reproduction Except as specifically provided herein, Recipient shall hold Discloser’s Confidential Information in strict confidence.  Recipient shall use and reproduce the Confidential Information only to the extent reasonably required to fulfill the Purpose.  This Agreement shall govern Confidential Information provided to or from Participant, Vonage or any of either Party’s Affiliates.  “Affiliate” shall mean a person or entity that directly or indirectly through one or more intermediaries, controls, or is controlled by, or is under common control with, the Party, and may be considered a Recipient or Discloser bound by this Agreement, as applicable.  It shall not be a breach of the obligations of the Recipient if the Recipient provides access to Confidential Information to, and authorizes the use and reproduction of the Confidential Information as is reasonably required to fulfill the Purpose by: (a) Affiliates, or (b) Recipient’s and its Affiliates’ employees and contractors (“Personnel”), provided that Recipient is vicariously liable for the failure of any Affiliate and/or Personnel to whom Confidential Information is disclosed to comply with Recipient’s obligations hereunder and further provided that the Affiliate and/or Personnel: (i) has a need to know the Confidential Information to fulfill the Purpose; and (ii) is bound by confidentiality obligations to Recipient with terms that afford no less protection to the Confidential Information than the terms of this Agreement.  Recipient may also disclose Confidential Information if and only to the extent:  (i) it is required to do so by law provided that Recipient gives Discloser sufficient notice to enable it to seek an order limiting or precluding such disclosure unless otherwise legally prohibited from doing so; or (ii) Discloser gives its prior written authorization to do so which is signed by an officer of the Discloser.  Recipient agrees that except to the extent that the Discloser is expressly precluded by law from prohibiting Recipient from doing so, Recipient shall not alter, modify, adapt, create derivative works, translate, deface, decompile, disassemble, convert into human readable form, or reverse engineer all, or any part, of any materials to which it is provided access by Discloser. ",,Vonage,Vonage Holdings Corp.,
16,"Disclosure Period This Agreement applies to Confidential Information that is disclosed prior to termination of this Agreement in writing by either Party, effective upon receipt of written notice.",,Vonage,Vonage Holdings Corp.,
16,"Confidentiality Period Recipient's duties with respect to Confidential Information under this Agreement expire three (3) years from the date of its disclosure hereunder (except for trade secrets, CPNI and PII, for which confidentiality obligations shall be perpetual and survive any termination of this Agreement).",,Vonage,Vonage Holdings Corp.,
4,"Exclusions Information that Recipient can establish: (a) was lawfully in Recipient's possession before receipt from Discloser; (b) is or becomes a matter of public knowledge through no fault of Recipient; (c) was lawfully disclosed to a Recipient by a third person who has a right to make such disclosure without breach of any obligation of confidentiality to Discloser; or (d) was independently developed or discovered by Recipient without use of Discloser’s Confidential Information, shall not be considered Confidential Information under this Agreement.",,Vonage,Vonage Holdings Corp.,
6,"Warranty This Agreement shall not obligate either Party to disclose any Confidential Information to the other Party. ANY INFORMATION EXCHANGED UNDER THIS AGREEMENT IS PROVIDED “AS IS”.  Discloser makes no representation, warranty or guarantee whatsoever about the Confidential Information.",,Vonage,Vonage Holdings Corp.,
2,"Rights The Recipient hereby acknowledges and agrees that it shall not acquire any rights in or to the Confidential Information under this Agreement other than the rights expressly granted in Paragraph 4.  In particular, Recipient shall not acquire any ownership right, interest or title in or to the Confidential Information or any intellectual property rights therein or the right to obtain or apply for such rights under this Agreement.  Recipient agrees that disclosure or inappropriate use of the Confidential Information may cause Discloser irreparable harm.  Recipient further agrees therefore that Discloser will have the right to seek, in addition to any of its other rights and remedies, injunctive relief for any violation of this Agreement without posting bond, or by posting bond at the lowest amount required by law.",,Vonage,Vonage Holdings Corp.,
13,"Return of Confidential Information Except as otherwise required by applicable law, upon expiration or termination of this Agreement, at the Discloser’s request, the Recipient shall promptly return all Confidential Information received from the Discloser (including, without limitation, any summaries of orally disclosed information and all copies thereof in its possession or control and/or in the possession or control of its Personnel and Affiliates) or will certify through an officer of the Recipient that all Confidential Information received from the Discloser (including, without limitation, any summaries of orally disclosed information and all copies thereof in its possession or control) has been destroyed. Failure of the Discloser to make such request of Recipient shall not entitle Recipient to make any further use of the Confidential Information or otherwise extend Recipient’s rights set forth herein after expiration or termination of this Agreement and Recipient specifically agrees to cease any further use of Discloser’s Confidential Information.",,Vonage,Vonage Holdings Corp.,
7,"Governing Law This Agreement shall be governed by and construed under the laws of the State of New York, United States. Each Party hereto irrevocably waives any objection on the grounds of venue, forum non-conveniens or any similar grounds and irrevocably consents to service of process by mail or in any other manner permitted by applicable law and consents to the jurisdiction of the courts of the State of New York as applicable.  The Parties further hereby waive any right to a trial by jury with respect to any lawsuit or judicial proceeding arising or relating to this Agreement. ",,Vonage,Vonage Holdings Corp.,
7,"Applicable Law
the laws of England and Wales;",1/9/2021,Vondaphone,Vodafone Procurement Company S.à r.l.,
4,"Confidential Information
all information related to the business or intellectual property (including know - how) of a Party, of its Group Companies, or of its Authorised Persons, or related to the Purpose, that the Receiving Party receives or accesses as a result of any discussions or dealings under this Agreement, but not including information that: 
(i) is publicly available other than by breach of this Agreement; 
(ii) is lawfully in the possession of the Receiving Party before its disclosure under this Agreement; 
(iii) is disclosed to the Receiving Party through one or more third parties who are free to disclose it; or 
(iv) is developed independently of any Confidential Information; ",1/9/2021,Vondaphone,Vodafone Procurement Company S.à r.l.,
14,"Purpose
discussions and/or negotiations between the Parties relating to enabling the Company to respond to Vodafone’s Request for Information relating to Visualisation and Analytics;",1/9/2021,Vondaphone,Vodafone Procurement Company S.à r.l.,
2,"Protection and use of Confidential Information
1.1 The Receiving Party shall: 
1.1.1 only use the Confidential Information strictly for the Purpose; 
1.1.2 not disclose the Confidential Information except to its Authorised Persons; 
1.1.3 keep it in a safe and secure place and use reasonable measures to prevent 
unauthorised access, destruction, corruption or loss; 
1.1.4 not make any copies, summaries or transcripts of it unless this is necessary 
for the Purpose or as specified in clause 1.1.7 (all such copies, summaries or 
transcripts will be deemed to be Confidential Information); 
1.1.5 not export it, or permit it to be exported, in breach of any relevant export 
regulations; 
1.1.6 notify the other Party immediately if it becomes aware that any Confidential 
Information has been disclosed to, or is in the possession of, any unauthorised 
person; 
1.1.7 upon the other Party's written request, immediately return or destroy the 
Confidential Information. The Receiving Party may make and retain copies of 
Confidential Information as required by law and/or regulatory requirement, or that 
are automatically generated or stored by backup systems and which are not 
accessible in the normal course of business.
1.2 Any announcement or public statement relating to the Parties, the Agreement, the Purpose, and/or their intellectual property rights must be approved by both Parties in writing prior to its release.
1.3 This Agreement does not prevent the disclosure of Confidential Information that a Party is required to disclose by law or to a regulatory authority, provided that any Receiving Party, prior to such disclosure: 
1.3.1 gives the Disclosing Party reasonable notice to allow the Disclosing Party a reasonable opportunity to seek a protective order or similar; or 
1.3.2 uses reasonable endeavours to obtain written assurance from the applicable judicial or regulatory authority that it will afford the Confidential Information a reasonable level of protection.",1/9/2021,Vondaphone,Vodafone Procurement Company S.à r.l.,
16,"Duration
2.1 A Party may terminate this Agreement at any time for convenience with 30 days’ written notice to the other Party, without such termination generating any liability. The obligations contained herein relating to the protection or use of Confidential Information shared during the term shall apply for 3 years after the date of disclosure.",1/9/2021,Vondaphone,Vodafone Procurement Company S.à r.l.,
1,"Confidential Information. “Confidential Information” means technical, business, personally identifiable, and other information and materials, including, but not limited to, data, data sets, reports, customer information, and financial information that may be disclosed or otherwise made available by one party (“Discloser”) (whether directly or indirectly by an affiliate) to the other party (whether directly or indirectly to an affiliate) (“Recipient”), in any form, that are:
marked or identified as confidential or proprietary at the time of disclosure; or
provided under circumstances reasonably indicating their confidentiality.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
2,"Responsibilities Regarding Confidential Information. Recipient will:
hold Discloser’s Confidential Information in confidence and not disclose such Confidential Information to any third party;
not use or copy Discloser’s Confidential Information for any purpose except for the Purpose; 
take reasonable precautions (at least equivalent to those Recipient takes with respect to its own most highly confidential information (but in no event less than reasonable care)) to protect the secrecy of and prevent unauthorized disclosure or use of Discloser’s Confidential Information and will maintain source code in strict confidence for as long as it is in Recipient’s possession; and
not reverse engineer, disassemble, or de-compile any prototypes, software, or other tangible objects that embody discloser’s Confidential Information.
Nothing herein will obligation either party to proceed with any transaction, and each party reserves the right in its sole discretion, to terminate the discussions contemplated by this Agreement at any time upon written notice to the other party.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
4,"Exceptions and Clarifications. 
Recipient’s obligations hereunder will not apply to any Confidential Information to the extent Recipient can show that it: 
is now, or subsequently becomes, generally available to the public through no improper act or omission of Recipient or its Representatives; 
was before receipt from Discloser, or becomes, rightfully known to Recipient without confidentiality restrictions through disclosure from a source other than Discloser that does not owe a duty of confidentiality to Discloser with respect to such Confidential Information; or
is independently developed by Recipient without using or referencing any Confidential Information of Discloser.
Recipient may disclose Discloser’s Confidential Information to the extent required by law or regulation provided that Recipient will: (i) give Discloser reasonable prior written notice before making the disclosure, to the extent legally permitted; (ii) provide reasonable assistance to Discloser in any lawful efforts by the Discloser to resist or limit the disclosure of such Confidential Information; and (iii) limit the scope of such disclosure to the minimum required by the law or regulation.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
5,"Ownership. As between the parties, all Confidential Information disclosed under this Agreement will remain the property of the Discloser. No license or right under any intellectual property right, nor any conveyance of intellectual property, is effected under this Agreement or by any disclosure of Confidential Information except as expressly stated in this Agreement.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
6,"Warranty. Discloser warrants that it has the right to disclose Confidential Information. EXCEPT AS STATED HEREIN, THE CONFIDENTIAL INFORMATION IS PROVIDED “AS IS, WITH ALL FAULTS” AND WITH NO OTHER WARRANTIES, EXPRESS OR IMPLIED.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
8,"Remedies.  The parties agree that the Recipient’s disclosure of Confidential Information except as provided herein may result in irreparable injury for which a remedy in money damages would be inadequate. The parties further agree that in the event of such disclosure or threatened disclosure: (a) the Discloser shall be entitled to seek an injunction without the requirement of posting a bond, to prevent the breach or threatened breach without the necessity of proving irreparable injury or the inadequacy of money damages, in addition to any other remedies available to the disclosing party at law or in equity, and (b) each party hereby acknowledges that such an injunction is appropriate and warranted in such case. Unless specifically provided otherwise in this Agreement, remedies arising under this Agreement are cumulative and do not exclude any other remedies available at law or in equity.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
16,"Term and Termination. Either party may terminate the Agreement in writing, whereupon Recipient will stop all use of Discloser’s Confidential Information. Regardless of any termination of this Agreement, Recipient must meet its obligations with respect to Confidential Information under this Agreement for five (5) years after receipt of that Confidential Information (except for source code, which must be kept in confidence in perpetuity). Upon written request of the Discloser, Recipient will promptly return to Discloser or destroy (or in the case of electronic data, use commercially reasonable efforts to delete or render practicably inaccessible by Recipient) Confidential Information of Discloser. If destroyed, Recipient shall have an authorized representative certify to its destruction. Each recipient may retain copies of discloser’s Confidential Information pursuant to its standard archiving process, provided that such Confidential Information remains subject to the provisions of this Agreement.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
7,"Governing Law. This Agreement is governed by the laws of the State of California (excluding its conflict of law rules) and each party expressly consents (and waives any objection) to the nonexclusive venue and jurisdiction of the state courts of Los Angeles County, California. The prevailing party in any claim or dispute between the parties under the Agreement will be entitled to reimbursement of its reasonable attorneys’ fees and costs.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
8,"Remedies. Recipient agrees that its obligations hereunder are necessary and reasonable in order to protect Discloser and Discloser’s business, and expressly agrees that monetary damages would be inadequate to compensate Discloser for any breach by Recipient of any obligations set forth herein. Accordingly, each Recipient agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to discloser and that, in addition to any other remedies that may be available, in law, in equity or otherwise, Discloser will be entitled to seek injunctive relief against the threatened breach of this Agreement or the continuation of any such breach without the necessity of proving actual damages or of posting a bond.",,Videoamp,"VideoAmp, Inc.","ThoughtSpot, Inc. "
1,"Confidential Information.  As used herein, “Confidential Information” means (a) any technical or non-technical information or material disclosed by or on behalf of a Party (the “Disclosing Party”) to the other Party (the “Receiving Party”) in any form (including draft documents) in connection with the Purpose, including know-how, unpublished patents and patent applications, designs, processes, compounds, sequences, structures, data, formulas, therapeutic targets, research and development plans and protocols, business plans and protocols, manufacturing techniques, discoveries, inventions and ideas, product specifications, machinery, equipment, devices, tools and apparatus, business and contractual relationships and information regarding third parties and (b) any modifications of the information described in clause (a) of this section or derivations therefrom or reproductions thereof, including documents and analyses prepared by or on behalf of the Receiving Party that contain, incorporate or are derived from any information or material described in clause (a) of this section. The Purpose, the terms of any discussion related to the Purpose and the fact that the Disclosing Party has made information available to the Receiving Party will be deemed to be Confidential Information of both Parties.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
2,"Confidentiality & Non-Use Obligations.  Subject to Section 3 and 4, the Receiving Party will hold in strict confidence and not publish or disclose the Disclosing Party’s Confidential Information or otherwise make the Disclosing Party’s Confidential Information available to any third party and will not use or reproduce the Disclosing Party’s Confidential Information for any purpose other than the Purpose. The Receiving Party will limit access to the Disclosing Party’s Confidential Information to only those of its and its affiliates’ employees, contractors, officers or directors (if applicable) who need to know such Confidential Information in connection with the Purpose and who have signed confidentiality agreements containing, or are otherwise bound by, confidentiality and non-use obligations at least as restrictive as those contained herein. Each Party will be responsible for any breach of this Agreement caused by its affiliates, employees, contractors, officers or directors. The Receiving Party will protect the Disclosing Party’s Confidential Information with at least the same degree of care that the Receiving Party uses to protect its own Confidential Information, but in no case, less than reasonable care. The Receiving Party will notify the Disclosing Party within the earlier of (a) five (5) business days or (b) the time period the applicable state statute requires, of discovery of any actual or potential loss or unauthorized disclosure of the Disclosing Party’s Confidential Information, including any data breach, and will cooperate with the Disclosing Party’s reasonable requests to mitigate such breach and prevent any further breach.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
4,"Exceptions to Confidentiality & Non-Use Obligations.  The Receiving Party will have no obligations under this Agreement with respect to a specific portion of the Disclosing Party’s Confidential Information if the Receiving Party can demonstrate with competent evidence that such portion of such Confidential Information:
at the time of its disclosure to the Receiving Party, was generally available to the public or otherwise part of the public domain; 
after its disclosure to the Receiving Party, became generally available to the public or otherwise part of the public domain, other than as a result of the Receiving Party’s breach of its obligations under this Agreement; 
at the time of its disclosure to the Receiving Party, was already known by the Receiving Party free of any obligation of confidence; 
after its disclosure to the Receiving Party, was disclosed to the Receiving Party free of any obligation of confidence by a third party who had no obligation to the Disclosing Party not to disclose such information to the Receiving Party; or 
was independently developed by or on behalf of the Receiving Party without the use of any of the Disclosing Party’s Confidential Information. 
Confidential Information disclosed to the Receiving Party hereunder will not be deemed to fall within the foregoing exceptions merely because broader or related information falls within such exceptions, nor will combinations of elements or principles be considered to fall within the foregoing exceptions merely because individual elements of such combinations fall within such exceptions. ",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
4,"Disclaimer.  Neither Party may be held criminally or civilly liable under any United States federal or state trade secret law for disclosing the other Party’s trade secret (a) in confidence to a federal, state, or local government official, either directly or indirectly, or to an attorney, solely for the purpose of reporting or investigating a suspected violation of law, or (b) in a complaint or other document filed under seal in a lawsuit or other proceeding.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
13,"Return & Destruction of Confidential Information.  Upon the Disclosing Party’s request, the Receiving Party will, at the Receiving Party’s option, either destroy or return to the Disclosing Party all tangible representations of the Disclosing Party’s Confidential Information  and cease all use of such Confidential Information; except that, (a) the Receiving Party may retain copies of the Disclosing Party’s Confidential Information as reasonably necessary to (i) demonstrate compliance with the terms of this Agreement and (ii) comply with applicable law, known or reasonably anticipated subpoena or government order and (b) the Receiving Party shall not be required to delete or destroy any electronic back-up tapes or other electronic back-up files that have been created solely by the automatic or routine archiving and back-up procedures of the Receiving Party, to the extent created and retained in a manner consistent with its or their standard archiving and back-up procedures. Notwithstanding the destruction or return of Confidential Information, the Receiving Party will continue to be bound by its obligations under this Agreement.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
16,"Term; Termination.  This Agreement will commence on the Effective Date and, unless terminated earlier as provided below, will terminate on the first anniversary of the Effective Date. Either Party may elect to terminate this Agreement at any time for any reason by giving written notice of such termination to the other Party, in which case, this Agreement will terminate thirty (30) days after the date of such notice.  The Receiving Party’s obligations under this Agreement will survive for seven (7) years after receipt of that Confidential Information.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
6,"No Warranties.  THE DISCLOSING PARTY IS PROVIDING CONFIDENTIAL INFORMATION ON AN “AS IS” BASIS FOR USE BY THE RECEIVING PARTY AT ITS OWN RISK. EACH PARTY DISCLAIMS ALL WARRANTIES, WHETHER EXPRESS, IMPLIED OR STATUTORY, INCLUDING WITHOUT LIMITATION ANY IMPLIED WARRANTIES OF TITLE, NON-INFRINGEMENT OF THIRD PARTY RIGHTS, MERCHANTABILITY, OR FITNESS FOR A PARTICULAR PURPOSE.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
8,"Legal and Equitable Remedies.  The Receiving Party agrees that its breach of this Agreement will cause irreparable damage to the Disclosing Party for which recovery of damages would be inadequate, and that the Disclosing Party will be entitled to obtain (a) timely injunctive relief with respect to such breach, without the need to show irreparable harm or the inadequacy of monetary damages as a remedy, and without the requirement of having to post bond or other security, and (b) any further relief that may be granted by a court of competent jurisdiction.",,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
7,Governing Law.  The laws of The Commonwealth of Massachusetts will govern this Agreement and all proceedings arising out of this Agreement notwithstanding any conflicts of laws principles that require the application of the law of another jurisdiction.,,Vertex,Vertex Pharmaceuticals Incorporated,"ThoughtSpot, Inc."
14,Purpose. The parties are entering into this NDA to facilitate an exchange of information in pursuit of existing or potential business opportunities (the “Purpose”). Each party (“Discloser”) has or may disclose Confidential Information  (defined  below)  to  the  other  (“Recipient”) solely for that Purpose.,,Vendavo,"Vendavo, Inc.",
1,"“Confidential Information”  means  all  non-public information disclosed  by a party to the other party on or before the Effective Date and thereafter which: (a) is marked as “Confidential” or with a comparable legend if disclosed in written, graphic, machine readable or other tangible form, or (b) which should be reasonably in good faith be treated as confidential or proprietary based on the nature of the information or the circumstance surrounding its disclosure. ",,Vendavo,"Vendavo, Inc.",
4,"Confidential Information does not include information which: (i) is generally known or publicly available, or which, hereafter through no act or failure to act on the part of Recipient, becomes generally known or available; (ii)  is rightfully  known  to Recipient at the time of receiving such information; (iii) is furnished to Recipient by a third party without restriction on disclosure; or (iv) is independently  developed   by  Recipient   without   having relied on the Confidential Information of the Discloser.",,Vendavo,"Vendavo, Inc.",
2,"Obligations.

(a)  Use.  At  all  times,  and  notwithstanding  termination, each   party   agrees   that   it   will   use   the   Discloser’s Confidential Information only to accomplish the Purpose and only as expressly permitted herein.

(b) Disclosure. Each party agrees that, for a period of five (5) years after last receipt of Discloser's Confidential Information, it will: (a) use Discloser's Confidential Information  only in connection with fulfilling its rights and obligations under this NDA, and (b)  hold the  Discloser’s Confidential  Information  in strict confidence and exercise due care with respect to its handling and protection, consistent with its own policies concerning protection of its own Confidential Information of  like importance but in no instance with less than reasonable  care, such due care including without limitation requiring its employees, professional advisors and contractors to execute non- disclosure   agreements   which  are  consistent   with  the terms  and conditions  of this NDA and no less protective of  each  party’s  intellectual  property  rights  as set  forth herein  before  allowing  such  parties  to  have  access  to the Confidential Information of the Discloser.



",,Vendavo,"Vendavo, Inc.",
4,"(d) Other Restrictions. The Recipient will not: (i) reverse engineer, disassemble or decompile or otherwise attempt to derive the structure, sequence or organization of any software, prototypes, materials or other tangible objects that embody   the   Discloser’s   Confidential   Information;   (ii)
reproduce the Discloser’s Confidential Information except to accomplish the Purpose (and all copies must contain all proprietary notices or legends on the original); or (iii) export or transmit the Discloser’s Confidential Information to any country in violation of applicable law.

(e)  Exceptions.  Notwithstanding  Sections  3(a),  3(b)  and
3(d), Recipient may disclose Confidential Information to the
extent required by law, provided the Recipient uses commercially reasonable efforts to give the Discloser sufficient notice of such required disclosure to allow Discloser reasonable opportunity to object to and to take legal action to prevent such disclosure.",,Vendavo,"Vendavo, Inc.",
13,"(c) Return of Materials. Upon termination of this NDA or upon Discloser’s written request, the Recipient will immediately destroy or return to Discloser all Confidential Information received hereunder in its possession or under its  control,  and  permanently  erase  such  materials  in
intangible  form.  All  such  materials  are  and  will  remain
Discloser’s  property.  Notwithstanding  the  foregoing Recipient may retain: (i) one (1) copy of the Confidential Information for reference in compliance with the terms of this NDA; and, (ii) electronic copies of Confidential Information  stored  in  system  backup  media  (e.g.  mail backup or archival tapes) may be destroyed in accordance with the Recipient’s regular business processes for destruction  of  such  media;  provided  that  the  Recipient makes no further use of such copies described in (i) and (ii) above.",,Vendavo,"Vendavo, Inc.",
16,"Term. This NDA will remain in full force and effect until terminated by either party upon thirty (30) days’ prior written notice to the other party. The Recipient’s obligations hereunder (including under Section 3) will survive termination, and will bind the Recipient’s heirs, successors and assigns.",,Vendavo,"Vendavo, Inc.",
2,"No Obligation to Proceed. Neither party is obligated to disclose Confidential Information, execute any definitive agreement, or proceed with any transaction.",,Vendavo,"Vendavo, Inc.",
6,"No License; No Warranty. Neither party grants or transfers any implied rights to the other party, including any intellectual property right issued or that may issue based on such  Confidential  Information.  ALL  CONFIDENTIAL INFORMATION IS PROVIDED “AS IS” WITHOUT WARRANTY OF ANY KIND. NEITHER PARTY MAKES ANY WARRANTIES, WHETHER EXPRESSED, IMPLIED OR OTHERWISE.",,Vendavo,"Vendavo, Inc.",
8,"Remedies.     Recipient     acknowledges     that     the
Discloser’s  Confidential  Information  contains  Discloser’s
valuable trade secrets and proprietary information, that any actual or threatened breach of this NDA by Recipient might cause immediate, irreparable harm to the Discloser for which monetary damages would be inadequate, and that injunctive relief is an appropriate remedy. The prevailing party in any action brought to enforce this NDA will be entitled  to  receive  its  reasonable  attorneys’  fees,  court costs   and   other   expenses.   Each   party’s   rights   and remedies hereunder are cumulative.",,Vendavo,"Vendavo, Inc.",
7,"Governing Law; Venue. This NDA shall be governed by and interpreted in accordance with the laws the State of California without reference to its conflicts of law provisions. Both parties hereby irrevocably consent to the personal and exclusive jurisdiction of the courts of competent jurisdiction located in or having jurisdiction over Santa Clara County, California.",,Vendavo,"Vendavo, Inc.",
14,Purpose. Veeva Systems Inc. and the person or entity named below (“Partner”) desire to disclose Confidential Information to one another for the purpose of evaluating a potential business relationship (the “Purpose”). ,,Veeva,Veeva Systems Inc.,
2,"Confidentiality Obligation.  This agreement governs the information disclosed by one party (and its corporate affiliates and subsidiaries) (collectively the ""Disclosing Party"") to the other party (""Receiving Party""), including disclosures prior to the execution of this agreement in pursuance of the Purpose.  The Receiving Party may share disclosed information with its corporate affiliates, subsidiaries and agents (“Third Parties”) who are bound by an obligation of confidentiality to the Receiving Party that is as protective of the Confidential Information as this agreement. The Receiving Party is responsible for Third Parties compliance with this agreement. The Receiving Party will not disclose the Disclosing Party Confidential Information to anyone other than as set forth above, will use commercially reasonably efforts to maintain the confidentiality of the Confidential Information, and will use Confidential Information only in pursuance of the Purpose.",,Veeva,Veeva Systems Inc.,
1,"“Confidential Information” includes information marked as confidential or designated as confidential at the time of disclosure.  “Confidential Information” also includes, without limitation, financial information, customers, business plans, pricing, product documentation (including software hosting and security practices), product demonstrations (including screen shots from such demonstrations), and product functionality not available except by use of a login and password. ",,Veeva,Veeva Systems Inc.,
4,"Confidential Information does not include any information that (i) is or becomes publicly available through no fault of the Receiving Party, (ii) is known by the Receiving Party without restriction at the time of its receipt from the Disclosing Party, (iii) is received from a third party who did not acquire such information by a wrongful or tortious act, or (iv) is or has been independently developed by the Receiving Party without use of any Disclosing Party Confidential Information.  The Disclosing Party does not make any representations or warranties as to the accuracy or completeness of any Disclosing Party Confidential Information.",,Veeva,Veeva Systems Inc.,
16,"Term and Return of Confidential Information.  This agreement may be terminated by either party at any time upon notice to the other party.  The Receiving Party's obligations with respect to the Disclosing Party's Confidential Information will survive for four (4) years from the date of receipt of such Confidential Information, regardless of the termination or expiration of this agreement.  Unless required to retain pursuant to applicable law, rule or regulation, the Receiving Party will return or destroy all tangible materials embodying Disclosing Party Confidential Information (in any form and including, without limitation, all summaries, copies and excerpts of Confidential Information) promptly following the Disclosing Party's written request, retaining no copies of the same.  At the Disclosing Party's option, the Receiving Party will provide written certification of its compliance with this provision.",,Veeva,Veeva Systems Inc.,
15,"No Competitive Restrictions. Neither party shall be restricted in any way by this agreement from developing and marketing products or services that are the same or substantially similar to the products or services offered by the other party, provided that the other party’s Confidential Information was not used to develop such similar products or services.  Notwithstanding the above or any other provision in this agreement, each party retains the right to use any generalized knowledge, ideas, concepts, techniques, methodologies, practices, processes and know-how learned from the other party pursuant the Purpose which are retained in intangible form in the unaided memory of individuals, without any obligation to account to the other party, and neither party shall be liable to the other with respect to the retention and use of such data.",,Veeva,Veeva Systems Inc.,
7,"Miscellaneous.  This agreement shall be governed by and construed in accordance with California law.  This agreement may be executed in counterparts and by facsimile, each of which shall be deemed to be an original, and all of which together shall constitute one and the same agreement.  Any handwritten changes to the above provisions of this agreement shall render the agreement immediately null and void.",,Veeva,Veeva Systems Inc.,
1,"Confidential Information. “Confidential Information” means technical, business, personally identifiable, and other information and materials that may be disclosed or otherwise made available by one party (“Discloser”) (whether directly or indirectly by an affiliate) to the other party (whether directly or indirectly to an affiliate) (“Recipient”), in any form, that are:
(a) marked or identified as confidential or proprietary at the time of disclosure; or
(b) provided under circumstances reasonably indicating their confidentiality.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
2,"Responsibilities Regarding Confidential Information. Recipient will:
(a) hold Discloser’s Confidential Information in confidence and not disclose such Confidential Information to any third party;
(b) not use or copy Discloser’s Confidential Information for any purpose except for the Purpose; and
(c) take reasonable precautions (at least equivalent to those Recipient takes with respect to its own similar information) to prevent unauthorized disclosure or use of Discloser’s Confidential Information and will maintain source code in strict confidence for as long as it is in Recipient’s possession.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
4,"Exceptions and Clarifications.
(a) Recipient’s obligations hereunder will not apply to any Confidential Information to the extent Recipient can show that it:
(i) is now, or subsequently becomes, generally available through no improper act or omission of Recipient or its Representatives;
(ii) was before receipt from Discloser, or becomes, rightfully known to Recipient without confidentiality restrictions through disclosure from a source other than Discloser that does not owe a duty of confidentiality to Discloser with respect to such Confidential Information; or
(iii) is independently developed by Recipient without using or referencing any Confidential Information of Discloser.
(b) Recipient may disclose Discloser’s Confidential Information to the extent required by law or regulation provided that Recipient will: (i) give Discloser reasonable prior written notice before making the disclosure; (ii) provide reasonable assistance to Discloser in any lawful efforts by the Discloser to resist or limit the disclosure of such Confidential Information; and (iii) limit the scope of such disclosure to the minimum required by the law or regulation.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
5,"Ownership. As between the parties, all Confidential Information disclosed under this Agreement will remain the property of the Discloser. No license or right under any intellectual property right, nor any conveyance of intellectual property, is effected under this Agreement or by any disclosure of Confidential Information except as expressly stated in this Agreement.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
6,"Warranty. Discloser warrants that it has the right to disclose Confidential Information. EXCEPT AS STATED HEREIN, THE CONFIDENTIAL INFORMATION IS PROVIDED “AS IS, WITH ALL FAULTS” AND WITH NO OTHER WARRANTIES, EXPRESS OR IMPLIED.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
8,"Remedies. The parties agree that the Recipient’s disclosure of Confidential Information except as provided herein may result in irreparable injury for which a remedy in money damages would be inadequate. The parties further agree that in the event of such disclosure or threatened disclosure: (a) the Discloser shall be entitled to seek an injunction without the requirement of posting a bond, to prevent the breach or threatened breach without the necessity of proving irreparable injury or the inadequacy of money damages, in addition to any other remedies available to the disclosing party at law or in equity, and (b) each party hereby acknowledges that such an injunction is appropriate and warranted in such case. Unless specifically provided otherwise in this Agreement, remedies arising under this CONFIDENTIAL Agreement are cumulative and do not exclude any other remedies available at law or in equity.",8/23/2020,Varicent,Varicent US Op Co,"ThoughtSpot, Inc."
